Xx1,Xx2,Xx3,models,n,loc,dist
0.421260952425414,0.856611434021493,3.72601698051147,ologit,1000,-7,chisq
0.201601207848475,0.420321904230131,1.92728147961619,oprobit,1000,-7,chisq
0.104728823043246,0.177209411218793,0.970407606187018,OLS,1000,-7,chisq
0.118253046323809,0.224625901875941,0.982056695788994,KS,1000,-7,chisq
0.220145700216431,0.754683284372839,3.39818166526027,ologit,1000,-7,chisq
0.0819008229261987,0.397766078489017,1.80404075092116,oprobit,1000,-7,chisq
0.00356066253554885,0.147906829871357,0.982843327172537,OLS,1000,-7,chisq
0.270368578185282,0.571847650831248,2.5899797886253,KS,1000,-7,chisq
0.304446057710512,0.955697343239631,3.62918286440597,ologit,1000,-7,chisq
0.143523717097541,0.484169497162802,1.86010064362376,oprobit,1000,-7,chisq
0.0723907231108821,0.255459626600835,0.944663492902463,OLS,1000,-7,chisq
0.0806872757756851,0.253119640340902,0.944985791905689,KS,1000,-7,chisq
0.365699991777276,0.935243480443951,3.54995481111175,ologit,1000,-7,chisq
0.186731368186298,0.493726473613677,1.84373905785251,oprobit,1000,-7,chisq
0.096279440945445,0.271662207620295,0.922763961685788,OLS,1000,-7,chisq
0.150110552664741,0.327920551200293,1.24663420650033,KS,1000,-7,chisq
0.367210092789568,0.710966185651767,3.37001719835724,ologit,1000,-7,chisq
0.196505427391792,0.360855519103026,1.81235093582575,oprobit,1000,-7,chisq
0.1097004328698,0.182510064439446,0.979046991985191,OLS,1000,-7,chisq
0.1097004328698,0.182510064439446,0.979046991985191,KS,1000,-7,chisq
0.381458797346259,0.837295078860586,3.11724839323277,ologit,1000,-7,chisq
0.206026952747531,0.419037581659676,1.6506033157531,oprobit,1000,-7,chisq
0.129263951799338,0.243085967717612,0.93839109697835,OLS,1000,-7,chisq
0.0837911791433223,0.217989450037793,0.798080993315527,KS,1000,-7,chisq
0.484928942861351,0.798303055123838,3.23165967897476,ologit,1000,-7,chisq
0.273760407767184,0.435625772278795,1.73560103568136,oprobit,1000,-7,chisq
0.161834191592605,0.236822669489773,0.917829709869577,OLS,1000,-7,chisq
0.183006980124727,0.29655838296694,1.20683051986865,KS,1000,-7,chisq
0.453273414343971,0.765884874737282,3.8242480411652,ologit,1000,-7,chisq
0.24352354028418,0.386743437169928,2.04818726941896,oprobit,1000,-7,chisq
0.116842179120136,0.162366287744114,0.961651775018525,OLS,1000,-7,chisq
0.132418456400069,0.148141547557777,0.937981976473399,KS,1000,-7,chisq
0.360792945070352,1.11238186373936,3.68507396431486,ologit,1000,-7,chisq
0.175770579544638,0.596991625347512,1.95197338426432,oprobit,1000,-7,chisq
0.118192507024065,0.303999785763779,0.975220875993454,OLS,1000,-7,chisq
0.115056853230558,0.297881472919006,1.04703557151552,KS,1000,-7,chisq
0.363141380644437,0.913858328850278,3.47358997896506,ologit,1000,-7,chisq
0.211716927629874,0.502803768273603,1.88406687804172,oprobit,1000,-7,chisq
0.095252975119363,0.236569939793457,0.925616319705706,OLS,1000,-7,chisq
0.221745662443762,0.374719535439901,1.32372012596545,KS,1000,-7,chisq
0.448970095441584,0.813700952863238,3.35787318718746,ologit,1000,-7,chisq
0.248620249573008,0.44149363573873,1.78088580796604,oprobit,1000,-7,chisq
0.155756870592209,0.244942523322378,0.985778355440058,OLS,1000,-7,chisq
0.113905271416654,0.231408645917458,1.02256461569237,KS,1000,-7,chisq
0.314012290995936,0.78549011489304,3.49534744921545,ologit,1000,-7,chisq
0.168604795982284,0.426956524363474,1.95300521878243,oprobit,1000,-7,chisq
0.0996468239607983,0.21769653324617,0.955067547860449,OLS,1000,-7,chisq
0.0702711372003154,0.185596625938671,0.73955377434639,KS,1000,-7,chisq
0.298983443187071,0.950928348317313,3.48041685188035,ologit,1000,-7,chisq
0.140693137323654,0.526454843397047,1.8383070330326,oprobit,1000,-7,chisq
0.0568832717388501,0.270309813292299,0.978129933335212,OLS,1000,-7,chisq
0.194186214678487,0.374814501176421,1.41757227733434,KS,1000,-7,chisq
0.552901979457851,0.863185545102329,3.38953985935162,ologit,1000,-7,chisq
0.295854966981378,0.461873703892976,1.80983806602443,oprobit,1000,-7,chisq
0.171498474787725,0.239947082428224,0.923265357605132,OLS,1000,-7,chisq
0.123819252521973,0.258645448981477,1.08491342124415,KS,1000,-7,chisq
0.483987545912,0.751511359110554,3.21877743950573,ologit,1000,-7,chisq
0.27379845622066,0.408288374870665,1.78181576081178,oprobit,1000,-7,chisq
0.140303336598029,0.213324553426687,0.990585973095551,OLS,1000,-7,chisq
0.169268284038682,0.16977790979289,1.05934116855301,KS,1000,-7,chisq
0.272449617067,0.772655843189432,3.33581846304188,ologit,1000,-7,chisq
0.148500644685839,0.401648630562883,1.76101440872148,oprobit,1000,-7,chisq
0.0509953298349705,0.217872014523954,0.930007380609645,OLS,1000,-7,chisq
0.08583287745861,0.189701477768729,0.806199787000471,KS,1000,-7,chisq
0.400751368602613,0.901958249417543,3.15130541108439,ologit,1000,-7,chisq
0.213590864947171,0.469800283938328,1.65081551698447,oprobit,1000,-7,chisq
0.116577131841234,0.259935839706135,0.919621149548095,OLS,1000,-7,chisq
0.130303219955059,0.211757841850569,0.822089914126689,KS,1000,-7,chisq
0.436176284157294,0.791480720795813,3.34813105161027,ologit,1000,-7,chisq
0.21378041095559,0.404510380888066,1.7742140324347,oprobit,1000,-7,chisq
0.109957809293712,0.224287294370572,0.955690510136961,OLS,1000,-7,chisq
0.0917633330104693,0.176165080830047,0.648546595843276,KS,1000,-7,chisq
0.441140500005626,0.992582239707454,3.78026351049937,ologit,1000,-7,chisq
0.220977745181602,0.548056574054651,2.01700488234907,oprobit,1000,-7,chisq
0.119600223864131,0.260041411071152,0.958643051471226,OLS,1000,-7,chisq
0.33184576221491,0.93863457647602,3.57833774339318,KS,1000,-7,chisq
0.452334958205596,0.822147969404625,3.46836722984025,ologit,1000,-7,chisq
0.260282861676571,0.443032298935447,1.88180370803788,oprobit,1000,-7,chisq
0.13772973252121,0.224228942667559,0.92309149553338,OLS,1000,-7,chisq
0.13772973252121,0.224228942667559,0.92309149553338,KS,1000,-7,chisq
0.593277965362069,1.28691271670072,4.65455690411584,ologit,1000,0,chisq
0.331647738793868,0.702198699839345,2.53466106043089,oprobit,1000,0,chisq
0.127104490279456,0.276706230955915,1.05792744414698,OLS,1000,0,chisq
-0.683165268032583,2.8897855503144,8.39537877183334,KS,1000,0,chisq
0.581966066979854,1.27167922736102,4.55594898481042,ologit,1000,0,chisq
0.320878664484219,0.704063397168602,2.5265429570673,oprobit,1000,0,chisq
0.11555304797295,0.32436154232046,0.979676109131428,OLS,1000,0,chisq
0.11555304797295,0.32436154232046,0.979676109131428,KS,1000,0,chisq
0.427169812265175,1.18851373428255,4.26009310070969,ologit,1000,0,chisq
0.227096669072721,0.63539150776598,2.29915085291915,oprobit,1000,0,chisq
0.100804863134645,0.265978044461517,1.00383480388737,OLS,1000,0,chisq
0.100804863134645,0.265978044461517,1.00383480388737,KS,1000,0,chisq
0.618958082945178,1.10982959166713,4.77073733675475,ologit,1000,0,chisq
0.325481946417152,0.602357216954728,2.56678740475667,oprobit,1000,0,chisq
0.111616792147886,0.252986352946919,1.07254713309301,OLS,1000,0,chisq
0.111616792147887,0.25298635294692,1.07254713309301,KS,1000,0,chisq
0.750793937574824,1.44294206498867,5.18627397744065,ologit,1000,0,chisq
0.411932875273348,0.798217505616278,2.80167260106147,oprobit,1000,0,chisq
0.130805259725994,0.302088236324165,1.05258166662253,OLS,1000,0,chisq
0.130805259725994,0.302088236324165,1.05258166662253,KS,1000,0,chisq
0.529229636187381,1.25140881315476,4.75268777154233,ologit,1000,0,chisq
0.297213414522574,0.654495819425861,2.47569849000247,oprobit,1000,0,chisq
0.0801289742831621,0.302622027862691,1.04358503385652,OLS,1000,0,chisq
-3918.54662461838,0.104537221958514,-0.465346960113554,KS,1000,0,chisq
0.419384782318729,1.05820789900554,4.46373809527487,ologit,1000,0,chisq
0.234049495750318,0.578220791103481,2.44853801869887,oprobit,1000,0,chisq
0.0777457361300425,0.232576241024848,0.995160464064813,OLS,1000,0,chisq
0.0777457361300429,0.232576241024848,0.995160464064813,KS,1000,0,chisq
0.553245485422979,1.18156705860429,4.99722586732441,ologit,1000,0,chisq
0.284587504892536,0.650626237191371,2.71183594837542,oprobit,1000,0,chisq
0.117775612619761,0.261901169796155,1.05783718830432,OLS,1000,0,chisq
0.117775612619761,0.261318205342724,1.05812083063015,KS,1000,0,chisq
0.652314524551956,1.21071411088251,5.09365929579065,ologit,1000,0,chisq
0.360882780465238,0.687018325218103,2.85505780642153,oprobit,1000,0,chisq
0.11842141577021,0.278545885232914,1.0825589123692,OLS,1000,0,chisq
0.11842141577021,0.278545885232914,1.0825589123692,KS,1000,0,chisq
