V1,V2
-0.00727539460465046,0.0613465978853312
0.0288106676086978,0.0392498527061243
-0.00756991202503187,0.0428497530670241
-0.0116825647531141,0.0668454566908401
0.0209286142688823,0.0751147822656507
-0.0336765904709614,0.0674030537357025
-0.0079396308420585,0.0512910823788841
-0.0382857701855479,0.0647576606654358
0.0193660995827711,0.0761251603153155
0.0137231315740748,0.0672897425430694
-0.0143709059533662,0.056011785798275
-0.000697304879571763,0.0646711780723811
-0.0184323211885595,0.0699909489700572
-0.011833756948179,0.057595577252673
0.00186692250151908,0.0716308489029424
-0.00349348319294796,0.0431495931888037
-0.0149002330244251,0.0608590431704478
-0.00353204310040157,0.0660694286939336
-0.00297858617127345,0.0737237549341735
-0.00623023920087868,0.0397415283368668
-0.00717411158296094,0.0405523091524492
-0.0305641289488581,0.0601998887051655
-0.00776126294566467,0.0706600079079441
-0.0131050470149471,0.0371383990540556
-0.024584821522597,0.0559490500131915
-0.019982692978295,0.0606365154563934
-0.00384839047395625,0.0870021347737568
-0.00535747887641131,0.0699806329051259
-0.0158162241600261,0.0801681578357572
-0.0120510635973333,0.0758670591042623
0.0116234899791257,0.0501580571648443
-0.00458127047726028,0.0410616666452875
-0.00581063843301202,0.0240851681873732
0.0016454142325166,0.0539120674585914
0.0126164436366723,0.0401088814430141
-0.00311349329712717,0.0375010597237197
-0.00716897215228526,0.0446264518865666
0.000855429175226699,0.0756223903128413
0.00269996811044987,0.0505128509882941
0.00268219179427627,0.0529837890596606
0.0309780637933147,0.0407308544192908
-0.0137926000249512,0.0562800315777809
-0.00709690702620503,0.0469388321781015
0.00156354903326035,0.0639786796051724
0.00760842490780463,0.0828060237745368
0.0159052348068422,0.0409742712505681
-0.0136345372064262,0.053790083915075
0.00416063997993991,0.0666983685429299
-0.0238840543923657,0.0416556663467041
0.0131534279249174,0.0305645911891108
