"Var1","Var2","Var3"
0.5275298880644674,-0.22495371903097539,0.18824720161168518
1.0275298880644674,-1.7249537190309754,0.6882472016116852
1.5275298880644674,-1.7249537190309754,0.6882472016116852
2.0275298880644677,-1.7249537190309754,0.6882472016116852
0.5275298880644674,-1.2249537190309754,0.6882472016116852
1.0275298880644674,-1.2249537190309754,0.6882472016116852
1.5275298880644674,-1.2249537190309754,0.6882472016116852
2.0275298880644677,-1.2249537190309754,0.6882472016116852
0.5275298880644674,-0.7249537190309754,0.6882472016116852
1.0275298880644674,-0.7249537190309754,0.6882472016116852
1.5275298880644674,-0.7249537190309754,0.6882472016116852
1.5275298880644674,-2.7249537190309754,1.1882472016116852
2.0275298880644677,-2.7249537190309754,1.1882472016116852
1.0275298880644674,-2.2249537190309754,1.1882472016116852
1.5275298880644674,-2.2249537190309754,1.1882472016116852
2.0275298880644677,-2.2249537190309754,1.1882472016116852
0.5275298880644674,-1.7249537190309754,1.1882472016116852
1.0275298880644674,-1.7249537190309754,1.1882472016116852
1.5275298880644674,-1.7249537190309754,1.1882472016116852
2.0275298880644677,-1.7249537190309754,1.1882472016116852
0.5275298880644674,-1.2249537190309754,1.1882472016116852
1.0275298880644674,-1.2249537190309754,1.1882472016116852
1.5275298880644674,-1.2249537190309754,1.1882472016116852
2.0275298880644677,-1.2249537190309754,1.1882472016116852
0.027529888064467434,-0.7249537190309754,1.1882472016116852
0.5275298880644674,-0.7249537190309754,1.1882472016116852
1.0275298880644674,-0.7249537190309754,1.1882472016116852
1.5275298880644674,-0.7249537190309754,1.1882472016116852
2.0275298880644677,-0.7249537190309754,1.1882472016116852
1.0275298880644674,-2.7249537190309754,1.6882472016116852
1.5275298880644674,-2.7249537190309754,1.6882472016116852
2.0275298880644677,-2.7249537190309754,1.6882472016116852
1.0275298880644674,-2.2249537190309754,1.6882472016116852
1.5275298880644674,-2.2249537190309754,1.6882472016116852
2.0275298880644677,-2.2249537190309754,1.6882472016116852
0.5275298880644674,-1.7249537190309754,1.6882472016116852
1.0275298880644674,-1.7249537190309754,1.6882472016116852
1.5275298880644674,-1.7249537190309754,1.6882472016116852
2.0275298880644677,-1.7249537190309754,1.6882472016116852
0.027529888064467434,-1.2249537190309754,1.6882472016116852
0.5275298880644674,-1.2249537190309754,1.6882472016116852
1.0275298880644674,-1.2249537190309754,1.6882472016116852
1.5275298880644674,-1.2249537190309754,1.6882472016116852
2.0275298880644677,-1.2249537190309754,1.6882472016116852
1.0275298880644674,-0.7249537190309754,1.6882472016116852
1.5275298880644674,-0.7249537190309754,1.6882472016116852
2.0275298880644677,-0.7249537190309754,1.6882472016116852
1.0275298880644674,-2.7249537190309754,2.188247201611685
1.5275298880644674,-2.7249537190309754,2.188247201611685
2.0275298880644677,-2.7249537190309754,2.188247201611685
0.5275298880644674,-2.2249537190309754,2.188247201611685
1.0275298880644674,-2.2249537190309754,2.188247201611685
1.5275298880644674,-2.2249537190309754,2.188247201611685
2.0275298880644677,-2.2249537190309754,2.188247201611685
0.027529888064467434,-1.7249537190309754,2.188247201611685
0.5275298880644674,-1.7249537190309754,2.188247201611685
1.0275298880644674,-1.7249537190309754,2.188247201611685
1.5275298880644674,-1.7249537190309754,2.188247201611685
2.0275298880644677,-1.7249537190309754,2.188247201611685
0.5275298880644674,-1.2249537190309754,2.188247201611685
1.0275298880644674,-1.2249537190309754,2.188247201611685
1.5275298880644674,-1.2249537190309754,2.188247201611685
2.0275298880644677,-1.2249537190309754,2.188247201611685
1.5275298880644674,-0.7249537190309754,2.188247201611685
0.5275298880644674,-2.7249537190309754,2.688247201611685
1.0275298880644674,-2.7249537190309754,2.688247201611685
1.5275298880644674,-2.7249537190309754,2.688247201611685
2.0275298880644677,-2.7249537190309754,2.688247201611685
0.027529888064467434,-2.2249537190309754,2.688247201611685
0.5275298880644674,-2.2249537190309754,2.688247201611685
1.0275298880644674,-2.2249537190309754,2.688247201611685
1.5275298880644674,-2.2249537190309754,2.688247201611685
2.0275298880644677,-2.2249537190309754,2.688247201611685
0.027529888064467434,-1.7249537190309754,2.688247201611685
0.5275298880644674,-1.7249537190309754,2.688247201611685
1.0275298880644674,-1.7249537190309754,2.688247201611685
1.5275298880644674,-1.7249537190309754,2.688247201611685
2.0275298880644677,-1.7249537190309754,2.688247201611685
1.0275298880644674,-1.2249537190309754,2.688247201611685
1.5275298880644674,-1.2249537190309754,2.688247201611685
2.0275298880644677,-1.2249537190309754,2.688247201611685
