V1,V2
-0.0374613868913998,0.0910900537848406
-0.0112412016688074,0.0918137476049304
-0.0139882319007387,0.0397934277847898
-0.0265788518708137,0.0594218219323356
0.0205563071784135,0.0751899527169068
-0.0344306011344804,0.0678872951820489
-0.00222493565603778,0.0504115996918366
-0.028838748797285,0.0695320178027612
0.032231794480392,0.0711949571541243
0.0201442594282877,0.0612654213328278
-0.0177907078883475,0.0547815524535605
0.0172387179394932,0.0828824524234348
0.00596314450316374,0.0707125906483808
0.00891865360685051,0.064261535409406
0.0423221008575427,0.0634553120689479
0.0254074982697967,0.0621408402689562
0.0133053373334933,0.0685226758936064
0.0114767112702448,0.0663749993588627
-0.0070804544810183,0.072381225850094
-0.00625177850349886,0.0397711056791239
-0.0331359210704332,0.0408003131292235
-0.0321802119364457,0.0593086438559314
-0.00197569413328932,0.0708845646999183
-0.021186280803375,0.043175750068811
-0.00284837970831202,0.0618116686584315
-0.0247522579922953,0.0551032469515313
-0.0192951392020045,0.0864196811922443
-0.0582908222693181,0.0594619381695022
0.0134354890080311,0.0853720700481844
-0.0587183034377881,0.0712159611729633
0.00211317136054673,0.0456924032493439
-0.123125665731109,0.0700004045766567
-0.319272458099066,-0.0130822092460361
0.00491277834636793,0.0536713270700009
-0.0639893547770547,0.0756835389389922
-0.0463953630166821,0.0830900858885537
-0.00230415005166819,0.0440597882914706
0.0099630493170165,0.0712409228354936
0.0432079412210072,0.0730224261259993
-0.00815516695964498,0.065276084136219
0.0247338520313359,0.0442537001666043
0.0474957405823855,0.104962918215598
0.0161422369911852,0.0474846158530311
0.0154473196872714,0.0618656524974222
0.00790905639276952,0.0828543768171912
0.0251913655531625,0.0373624182245751
-0.00970785523197431,0.0626135516479602
-0.00496183502125176,0.0673674354766605
-0.0285542955805239,0.0383645882757833
0.0675980846522481,0.00810464055854
