X1,X2,XT,X1_se,X2_se,XT_se,models,n,loc,dist
-0.39505972114859,0.339645126892874,0.181738536749992,0.0145225522018624,0.0139126348675444,0.0174504690096696,KS,1000,1,tdis
-0.770821101166382,0.763470490737008,0.288239321544044,0.0685598845819922,0.0652266939034774,0.124633998524626,ologit,1000,1,tdis
-0.403131469574522,0.399679468443764,0.143779852618438,0.0379635498859083,0.036122567743715,0.0722878814386256,oprobit,1000,1,tdis
-0.388264833768904,0.380256808528384,0.133823917538178,0.0351928697745666,0.0330807129281284,0.0698378376534848,OLS,1000,1,tdis
-0.388264833768904,0.380256808528382,0.133823917538177,0.0148422131186326,0.0146430830586198,0.0192519965224186,KS,1000,1,tdis
-0.719674520538032,0.803826667046295,0.197630760725328,0.066563572237632,0.0662983935997361,0.122744491428191,ologit,1000,1,tdis
-0.373811294922144,0.424948291038773,0.100025206310357,0.0370527063698855,0.0367841565388982,0.0711237256238457,oprobit,1000,1,tdis
-0.358908249100022,0.411403907001525,0.0951361734939202,0.0346935911410796,0.0342195582746698,0.0691294996547178,OLS,1000,1,tdis
-0.358908249099986,0.411403907001521,0.0951361734939006,0.015292915361005,0.0136730257246418,0.0187132488327178,KS,1000,1,tdis
-0.759693212114957,0.730435316753597,0.638067727672901,0.066685135259063,0.0681557506580269,0.125198643901733,ologit,1000,1,tdis
-0.408205006684779,0.395014245650653,0.366523709736476,0.0372250416625186,0.0385087745442871,0.0720010408821016,oprobit,1000,1,tdis
-0.390885507126698,0.377633830179662,0.354409852930864,0.0342662631604507,0.035553545403073,0.0688718137407699,OLS,1000,1,tdis
-0.389923214266507,0.37657592487482,0.355539121872172,0.0143383786968627,0.0155936667900718,0.0178269615524518,KS,1000,1,tdis
-0.790918987888368,0.593000517475341,0.400535481775016,0.0660980596977341,0.0640888572450208,0.122297421773893,ologit,1000,1,tdis
-0.428036614883701,0.309392872190992,0.220556079982127,0.0370021807551117,0.0361664378727409,0.0711894956848961,oprobit,1000,1,tdis
-0.429784306507125,0.304869482921696,0.218120481213899,0.0355715986346049,0.0353596815803404,0.0718275353756787,OLS,1000,1,tdis
-0.429784306507125,0.304869482921696,0.218120481213899,0.0144382941679049,0.0142316260471638,0.0186548769976781,KS,1000,1,tdis
-0.737349056644603,0.699609394129103,0.5622779104477,0.0661538492436309,0.0671078511325844,0.12401534270755,ologit,1000,1,tdis
-0.386823069845472,0.369602811209371,0.305749548901724,0.0367454819280738,0.0376808646599002,0.0715636721268851,oprobit,1000,1,tdis
-0.372259374575437,0.358090741592502,0.294316041041023,0.0344723368808541,0.0355281240276226,0.0697097123482429,OLS,1000,1,tdis
-0.372259374575435,0.358090741592499,0.294316041041025,0.0134801832022197,0.013075933666606,0.0174018446169933,KS,1000,1,tdis
-0.737258024886607,0.816998353288957,0.33967501040448,0.0648731805807472,0.0660321537812223,0.123221705358647,ologit,1000,1,tdis
-0.395358722794613,0.447385739005771,0.209952362539134,0.036730692460133,0.0370778709956405,0.0717557123613585,oprobit,1000,1,tdis
-0.381454213477793,0.436579126184598,0.200936403444572,0.0343216819414979,0.03443358169578,0.0699370687494194,OLS,1000,1,tdis
-0.381454213477792,0.436579126184598,0.200936403444572,0.0153459043967163,0.0146618831692931,0.0206819315070409,KS,1000,1,tdis
-0.736681386961793,0.743141227290729,0.648122774140269,0.0648305677230231,0.065843450479139,0.124869152845982,ologit,1000,1,tdis
-0.37925115943536,0.386997617622424,0.347255202712252,0.0357190356662787,0.0366859524785691,0.0720191608132571,oprobit,1000,1,tdis
-0.367689936626699,0.375888918039279,0.335247761317557,0.0333696521410621,0.0342026242324217,0.0694508687462836,OLS,1000,1,tdis
-0.367689936626699,0.37588891803928,0.335247761317557,0.0134454543645591,0.0140844058078441,0.0174550623345067,KS,1000,1,tdis
-0.816040262261207,0.764692216430877,0.530789522538016,0.0671420809112168,0.0673984567344616,0.125104681382198,ologit,1000,1,tdis
-0.432083024632522,0.405270568355446,0.288188619817509,0.0374462880310608,0.0376365247319632,0.0719083487179529,oprobit,1000,1,tdis
-0.402261016969119,0.374179875979569,0.275814484005679,0.0333778403906828,0.0335928630086118,0.0675551483953908,OLS,1000,1,tdis
-0.402261016969104,0.374179875979563,0.275814484005664,0.0151227922487571,0.0148108236312573,0.0184867562816667,KS,1000,1,tdis
-0.802864406257828,0.737539046086915,0.316664342197493,0.0683652170338652,0.0671037772346913,0.124235229366119,ologit,1000,1,tdis
-0.429084250253762,0.383481261202838,0.168013937871792,0.0381479383374196,0.0374992848245512,0.071692112197163,oprobit,1000,1,tdis
-0.411914140275895,0.363403632696822,0.158181161188428,0.0348932593450691,0.0343614338800511,0.0686089548676919,OLS,1000,1,tdis
-0.411914140275897,0.363403632696819,0.158181161188426,0.0137714767348895,0.0148330741488351,0.0182215056085504,KS,1000,1,tdis
-0.785780163251596,0.700296761831025,0.473619017246071,0.0665249345675341,0.0647872142537885,0.123217085303396,ologit,1000,1,tdis
-0.409823947078717,0.357369305925,0.243298339220081,0.0370777099040273,0.0363295168791653,0.0713517996073521,oprobit,1000,1,tdis
-0.400053258254025,0.352024512350585,0.237981479009231,0.035044583596378,0.0348327772496715,0.0706970716619197,OLS,1000,1,tdis
-0.400053258254024,0.352024512350581,0.237981479009232,0.0128007352468052,0.0146630766785847,0.0191904821906149,KS,1000,1,tdis
-0.72244338086879,0.788788127167355,0.397467989611123,0.0641731467047379,0.0666217091048762,0.122355708094699,ologit,1000,1,tdis
-0.393858069339586,0.413058886500047,0.233130820573281,0.0365224305665485,0.037205312663902,0.071331991295113,oprobit,1000,1,tdis
-0.392366802107633,0.409425024255401,0.231959135826039,0.0350858308719565,0.0354320072876495,0.0710471498982193,OLS,1000,1,tdis
-0.392366802107634,0.409425024255399,0.231959135826043,0.0150915122903743,0.010335450168117,0.0192800648373922,KS,1000,1,tdis
-0.799288442935045,0.733041028935532,0.410902894814777,0.0668543591782403,0.0674987385310247,0.123730203974579,ologit,1000,1,tdis
-0.419614425031345,0.379302276481659,0.233324617023132,0.0368597834909885,0.0377081946808237,0.0715065330142701,oprobit,1000,1,tdis
-0.404578474162854,0.364299001827323,0.219605319000913,0.0341791831184228,0.0352334429244951,0.0694819615547557,OLS,1000,1,tdis
-0.404578474162853,0.364299001827321,0.219605319000915,0.0132822045318853,0.0141431171220589,0.0181876671529595,KS,1000,1,tdis
-0.810787239448481,0.925688831783419,0.301136615064893,0.0682250083388324,0.0704901074160517,0.124374007785032,ologit,1000,1,tdis
-0.430047525882271,0.48517493559664,0.165733189301544,0.037671458249696,0.0382598726168839,0.0719581624857177,oprobit,1000,1,tdis
-0.408099157448721,0.459074611769481,0.155594535775374,0.033950756353843,0.0339463388824653,0.0680197234840394,OLS,1000,1,tdis
-0.408099157448721,0.459074611769477,0.155594535775375,0.0162045425518792,0.0157891683282931,0.0218899768720008,KS,1000,1,tdis
-0.884995442115077,0.885002712168257,0.240526306124492,0.0701132807936165,0.0706111291139935,0.126127094700985,ologit,1000,1,tdis
-0.47013567529167,0.463926994753529,0.120530819804411,0.0384437772220825,0.038358527965664,0.0724622090121556,oprobit,1000,1,tdis
-0.426654873383984,0.424563982044312,0.102427986849959,0.0328723314330053,0.0330187858428452,0.0659582979160758,OLS,1000,1,tdis
-0.426654873383984,0.424563982044309,0.102427986849953,0.0160273517983463,0.0153867191695052,0.0202643442346421,KS,1000,1,tdis
-0.7205601765719,0.785253162487129,0.452988658270446,0.0672214347428182,0.0691171484789596,0.123137875997132,ologit,1000,1,tdis
-0.372479915367765,0.417119575945657,0.246227323676048,0.037509361867047,0.0390149738250802,0.071505083078,oprobit,1000,1,tdis
-0.374447623420611,0.416403724374751,0.24277503525051,0.0366555120504182,0.0376627235424706,0.0721433784047006,OLS,1000,1,tdis
-0.374447623420609,0.416403724374753,0.24277503525051,0.0142648011231819,0.0140546917452374,0.0174111576313384,KS,1000,1,tdis
-0.762599090189414,0.845048006213051,0.655379605019273,0.0674429833321524,0.0706201083254004,0.125584818624593,ologit,1000,1,tdis
-0.418349898629698,0.449586896154442,0.35005042288292,0.0379979262957321,0.0390648128450904,0.0722668927920105,oprobit,1000,1,tdis
-0.399436537772437,0.427264702543011,0.324284098242728,0.0347160041340545,0.0353617555984336,0.0689226057224814,OLS,1000,1,tdis
-0.399436537772437,0.427264702543011,0.324284098242728,0.0153905151014045,0.0149989018234885,0.018773052414645,KS,1000,1,tdis
-0.802909491049762,0.739402431066098,0.227556224679249,0.0673034756753267,0.0641414365674908,0.123295816005722,ologit,1000,1,tdis
-0.439495674229344,0.40358195597879,0.141008457359416,0.0378763017812728,0.0362216058629425,0.0714960296303655,oprobit,1000,1,tdis
-0.416183020523875,0.384252583852123,0.128109754306414,0.0340624802672535,0.0329399979557953,0.0679810822334364,OLS,1000,1,tdis
-0.416183020523866,0.38425258385212,0.128109754306415,0.0155090332537483,0.0148941642174116,0.0201483202463581,KS,1000,1,tdis
-0.584361100516111,0.745829404350485,0.214812172309314,0.0654760590172374,0.0640880141656903,0.122053706025303,ologit,1000,1,tdis
-0.316373882988663,0.408631209442842,0.0932018239619573,0.0374856050069098,0.0359379598802586,0.0708680375237936,oprobit,1000,1,tdis
-0.316795393144463,0.417586504128175,0.0838437276059718,0.036814741315466,0.0350142171379822,0.0720789289359325,OLS,1000,1,tdis
-0.316795393144461,0.417586504128175,0.0838437276059717,0.0137918019743357,0.0133665810002913,0.0170575174168766,KS,1000,1,tdis
-0.793036602450462,0.879898880273238,0.40873281362875,0.0682209459913953,0.068243877344965,0.123306543097742,ologit,1000,1,tdis
-0.424245041300952,0.471468605655627,0.226015547883696,0.0386833985093797,0.0380175494531751,0.0713054411918047,oprobit,1000,1,tdis
-0.396878452150041,0.438157098282797,0.220238056112642,0.0351608168305269,0.0338838323079044,0.0682640569197266,OLS,1000,1,tdis
-0.396878452150042,0.438157098282794,0.220238056112643,0.0161500774190888,0.0143999651240691,0.0188063805804036,KS,1000,1,tdis
-0.703982039893466,0.792514909136119,0.22956321596116,0.0654215850214172,0.067582192607857,0.12380345036547,ologit,1000,1,tdis
-0.381765796338606,0.433155285927743,0.130327518447233,0.0369102243679934,0.0375657211975307,0.0716986424396169,oprobit,1000,1,tdis
-0.365492282781257,0.413269462491092,0.120920350342417,0.0342313399679284,0.0344825476623003,0.0696412302206559,OLS,1000,1,tdis
-0.346042337627767,0.399840804052236,0.121203741214421,0.0139397633307588,0.0134335573377704,0.0171114105249318,KS,1000,1,tdis
-0.799461060244357,0.787939140043575,0.377552311032997,0.0680633480969324,0.0689707918556425,0.126052568685029,ologit,1000,1,tdis
-0.445128020726059,0.448421718211455,0.202678034969644,0.0381521354305531,0.0392656493617217,0.0728774650225178,oprobit,1000,1,tdis
-0.423821749868537,0.422363981980656,0.187624283348583,0.03446669680846,0.0352429854587452,0.0691491310511618,OLS,1000,1,tdis
-0.423821749868529,0.422363981980657,0.187624283348583,0.0148059506755338,0.0166194263798297,0.0202652561583311,KS,1000,1,tdis
-0.792994260021231,0.810393096163243,0.391301926345962,0.0693444226575045,0.0677634173749038,0.124082432226134,ologit,1000,1,tdis
-0.420428568044397,0.445718066693537,0.190519587944342,0.0383358298991385,0.0382057234884701,0.0716612113346227,oprobit,1000,1,tdis
-0.401733601926169,0.42883771068651,0.189804681186329,0.0353425609900868,0.0351367144518454,0.0697881715648277,OLS,1000,1,tdis
-0.401733601926168,0.428837710686511,0.189804681186329,0.0154789410121965,0.0151330572620457,0.0184242795638925,KS,1000,1,tdis
-0.759002076888801,0.849856551904357,0.555030638851448,0.0667262355556892,0.067412422955534,0.126496307571263,ologit,1000,1,tdis
-0.404596937347624,0.44490607989854,0.285307382237456,0.0369269034511166,0.0368851918217547,0.0724804638062691,oprobit,1000,1,tdis
-0.381145090346099,0.4194969366815,0.272482635314736,0.0330592328063675,0.0326823385863679,0.0676206919114767,OLS,1000,1,tdis
-0.381145090346099,0.419496936681499,0.272482635314736,0.0158343286127429,0.0145291211274851,0.0189603311576387,KS,1000,1,tdis
-0.776277350624163,0.776130297156571,0.391129254094362,0.0664044414086274,0.0661577630409268,0.1248153069317,ologit,1000,1,tdis
-0.413975915137741,0.400654568999466,0.192783850103477,0.037289084866185,0.0366614678224407,0.0722413636343359,oprobit,1000,1,tdis
-0.406493354564249,0.395696296686839,0.193535198255969,0.0350726875436923,0.0347088723229409,0.0711932089866439,OLS,1000,1,tdis
-0.38710935019196,0.388875457076079,0.189289080067776,0.0141161942686497,0.0143807825560024,0.0187403611857382,KS,1000,1,tdis
-0.721357516847602,0.759868791930541,0.554651210887151,0.0692825515532711,0.0652687316697455,0.124469319350394,ologit,1000,1,tdis
-0.38591673358033,0.397806362123556,0.297273000475884,0.0390294071298296,0.036652370721497,0.0718963384556892,oprobit,1000,1,tdis
-0.383092271118859,0.386806279459321,0.289917159458745,0.0374227811903581,0.0344917863579111,0.0706651639861383,OLS,1000,1,tdis
-0.38309227111886,0.386806279459319,0.289917159458745,0.0150987117086489,0.0135057780903681,0.0171058838003687,KS,1000,1,tdis
-0.71826768771951,0.750180639627884,0.478769942900384,0.0682322956623546,0.0672354809603461,0.125692772886399,ologit,1000,1,tdis
-0.376110938643938,0.39988673163216,0.229558751850571,0.0375463101612062,0.0372803192250044,0.0720510878595196,oprobit,1000,1,tdis
-0.355947487676492,0.380853771763971,0.222856738781508,0.0346656553544562,0.0343502717598284,0.0692392458918628,OLS,1000,1,tdis
-0.355947487676491,0.380853771763971,0.222856738781508,0.0141977628265126,0.0142963634409261,0.0174726081330165,KS,1000,1,tdis
-0.696954211757736,0.856093861507685,0.377537553523221,0.0643528642892999,0.0663922869414444,0.12392927401765,ologit,1000,1,tdis
-0.376028115989064,0.45748078114983,0.185290722530491,0.0363456322845316,0.0369169191971066,0.0716219698517925,oprobit,1000,1,tdis
-0.356477897903696,0.434814177242804,0.178285109704843,0.0334336451314103,0.0331962032452581,0.068430071904114,OLS,1000,1,tdis
-0.356477897903696,0.434814177242804,0.178285109704843,0.013889597731597,0.0147749798050768,0.0201174060741973,KS,1000,1,tdis
-0.69368231205677,0.751164517851414,0.373138051514726,0.0668180354438688,0.0670931536974849,0.12446873812646,ologit,1000,1,tdis
-0.36341369543481,0.401793184772436,0.206805825725167,0.0371175315006885,0.0374174726980562,0.0718003908037829,oprobit,1000,1,tdis
-0.351996408618096,0.38870911032635,0.201178335418815,0.0349679336662894,0.0347648527277932,0.0698505101831872,OLS,1000,1,tdis
-0.351996408618096,0.38870911032635,0.201178335418814,0.0137369339395034,0.0129909789121981,0.0173859955103649,KS,1000,1,tdis
-0.804511263064242,0.728982713999404,0.405032124916377,0.0682688604095248,0.0651908785103058,0.124022118473001,ologit,1000,1,tdis
-0.43417929464417,0.392149710841032,0.198663034398812,0.038151019295556,0.036654452681644,0.0718265816918747,oprobit,1000,1,tdis
-0.411756286648134,0.373907930600432,0.187942001987653,0.0346053090995541,0.0337751679938991,0.0691664702147549,OLS,1000,1,tdis
-0.411756286648123,0.373907930600438,0.18794200198765,0.0149249883200316,0.0152853771174659,0.0188628709394513,KS,1000,1,tdis
-0.765709162951328,0.744560390653005,0.675855204495159,0.066964245690952,0.0641966340389504,0.1258547527346,ologit,1000,1,tdis
-0.415039230655181,0.409827188994582,0.379883460101327,0.0375087749362416,0.0365188782092762,0.0722878547189626,oprobit,1000,1,tdis
-0.393538262252616,0.384467542229572,0.364354051820736,0.0340379447516713,0.0329569192418912,0.0684031835633252,OLS,1000,1,tdis
-0.393538262252615,0.384467542229566,0.36435405182074,0.0147685700962014,0.0146220937229583,0.0194888303133494,KS,1000,1,tdis
-0.797399314987509,0.79550656203953,0.418519999445241,0.0663357751884883,0.0672546585435792,0.12584593764544,ologit,1000,1,tdis
-0.427064636203729,0.427469524722817,0.235711076947655,0.0368955697337675,0.037502218607071,0.0723587843857944,oprobit,1000,1,tdis
-0.399497628784351,0.398453625945061,0.215855947962722,0.0328459740437242,0.0333567759524413,0.0676275597016049,OLS,1000,1,tdis
-0.419042306861091,0.379659820625883,0.217970145944175,0.0153774639620535,0.0152981839037637,0.0201244278600791,KS,1000,1,tdis
-0.808939332446804,0.895618448056951,0.384164890585563,0.0686020773464865,0.0690584466598034,0.124639284530662,ologit,1000,1,tdis
-0.44556712234298,0.503760856940686,0.213439724789664,0.0386617408858336,0.0389090224407355,0.072167484792899,oprobit,1000,1,tdis
-0.414486331447442,0.468153116346182,0.202716951913383,0.0345000381377198,0.0340290921844299,0.067818959717427,OLS,1000,1,tdis
-0.414486331447442,0.468153116346183,0.202716951913382,0.0171450670816792,0.0168496502805628,0.021410819782154,KS,1000,1,tdis
-0.854482455543719,0.812583091787071,0.485892124071253,0.0677156648254286,0.0703304991459489,0.125075269421085,ologit,1000,1,tdis
-0.463439939057596,0.426593172022376,0.245472074542559,0.0378403852689541,0.0385997586265368,0.0722241611015145,oprobit,1000,1,tdis
-0.443857934375648,0.408694979048979,0.223506963963241,0.0345763347692011,0.0356734411168164,0.0697748385656213,OLS,1000,1,tdis
-0.443857934375648,0.408694979048979,0.223506963963241,0.0151192839832403,0.0174263589533041,0.0180118819337468,KS,1000,1,tdis
-0.709612494335817,0.689978565492557,0.335035409607165,0.0646311184013884,0.065485144466638,0.122506729199734,ologit,1000,1,tdis
-0.382616582099841,0.373030567773786,0.180140133576757,0.0364225609970467,0.036625416976191,0.0711265732042733,oprobit,1000,1,tdis
-0.379245066199072,0.370912227283466,0.181456612903129,0.0349327645262698,0.0353250316324775,0.0710719210533029,OLS,1000,1,tdis
-0.389950884583918,0.353959892720701,0.194579719711626,0.0141128779885099,0.0145541625761624,0.0181647362888898,KS,1000,1,tdis
-0.702203104741265,0.827145937075543,0.442145559507092,0.0651547542675073,0.0650815588249346,0.124596184481618,ologit,1000,1,tdis
-0.370397791199389,0.447146865490088,0.213370190342357,0.036718134777237,0.0360908614770883,0.0719901044794222,oprobit,1000,1,tdis
-0.361612558100496,0.43919220705905,0.21198533151456,0.0344275545985563,0.0332426817143295,0.0703466176890392,OLS,1000,1,tdis
-0.361612558100496,0.439192207059049,0.21198533151456,0.0160088007536156,0.0162295531566066,0.0209947902720028,KS,1000,1,tdis
-0.845603485136454,0.704693925224509,0.541817968434893,0.0706006650062681,0.0667943426828856,0.125358195611876,ologit,1000,1,tdis
-0.449660213237864,0.366352529846496,0.301100282033524,0.0394822055426445,0.0373677524487023,0.0720406252183946,oprobit,1000,1,tdis
-0.422437580175183,0.33697589104725,0.283878382204787,0.0356576592737862,0.0338250569424275,0.0680125587730366,OLS,1000,1,tdis
-0.422437580175184,0.33697589104725,0.283878382204787,0.0153293633696103,0.0155312464474504,0.0187032570322185,KS,1000,1,tdis
-0.754420569403423,0.882166739795675,0.556708626295392,0.0681297075957751,0.0667258129876142,0.125480133425856,ologit,1000,1,tdis
-0.389534238769633,0.484664135014669,0.31296030509682,0.0378533450669998,0.0369742432125377,0.0725269269394477,oprobit,1000,1,tdis
-0.370168026421581,0.458974393807662,0.294262705744396,0.0348597566499086,0.0326465267251725,0.0687915272902881,OLS,1000,1,tdis
-0.370168026421581,0.458974393807662,0.294262705744396,0.0169632645101138,0.0159019432690849,0.0201529224229255,KS,1000,1,tdis
-0.858915345224062,0.605677310315019,0.321076115233683,0.0686235041642222,0.064582543598333,0.124237321231172,ologit,1000,1,tdis
-0.465224595494798,0.317921489947004,0.1659765375484,0.0382690775393138,0.0362219288069583,0.0717117643683549,oprobit,1000,1,tdis
-0.438479943201492,0.300752538004145,0.152352540011028,0.0342460823875603,0.0335819497880689,0.0682421820846256,OLS,1000,1,tdis
-0.438479943201492,0.300752538004144,0.152352540011028,0.014781950588938,0.0133893583523635,0.0173503147354905,KS,1000,1,tdis
-0.795179053584,0.888166243186156,0.429819017177417,0.0652956914940627,0.0689715675878432,0.124648960551116,ologit,1000,1,tdis
-0.409622002857064,0.460578779209919,0.206296881769176,0.0361436069196002,0.0377259707865116,0.071848263985664,oprobit,1000,1,tdis
-0.397820892534858,0.442784520699911,0.194944609379187,0.0334291846975178,0.0342740002541809,0.0691220301185853,OLS,1000,1,tdis
