sample_size,model,coef_index,true_beta_norm,coef_estimate,mean_beta_norm,bias,rmse,error_sd
200,flow,0,1.25,0.8608711839308418,1.3311157204884574,0.08111572048845726,0.4563330652193005,2.1611974158950877
200,probit,0,1.25,1.1951001788836446,1.4948035423782957,0.244803542378296,0.6698039586271132,2.1611974158950877
200,logit,0,1.25,1.1873302085661461,1.5017073823373788,0.25170738233737877,0.6589071648118972,2.1611974158950877
200,flow,1,1.0,0.6958307175754669,1.0,0.0,0.0,2.1611974158950877
200,probit,1,1.0,0.8769493913820735,1.0,0.0,0.0,2.1611974158950877
200,logit,1,1.0,0.8651884654648441,1.0,0.0,0.0,2.1611974158950877
200,flow,2,-1.0,-0.671704819246038,-1.010323399741272,-0.010323399741271767,0.187949805822013,2.1611974158950877
200,probit,2,-1.0,-0.8899743376662913,-1.0746438561014642,-0.07464385610146396,0.2871852535558336,2.1611974158950877
200,logit,2,-1.0,-0.8940709303812764,-1.094316241797541,-0.09431624179754103,0.30236562972812175,2.1611974158950877
200,flow,3,0.625,0.42497299579829795,0.6570220588475355,0.03202205884753548,0.20454117801023608,2.1611974158950877
200,probit,3,0.625,0.5973661676285376,0.723462487404736,0.09846248740473582,0.2069514907387672,2.1611974158950877
200,logit,3,0.625,0.5932977151056518,0.7267318949394836,0.10173189493948358,0.2100509909675481,2.1611974158950877
200,flow,4,-0.625,-0.4361533751733139,-0.655782714467583,-0.030782714467583006,0.16797537637244,2.1611974158950877
200,probit,4,-0.625,-0.6032963245806595,-0.7295563559930621,-0.10455635599306219,0.232347741554131,2.1611974158950877
200,logit,4,-0.625,-0.6005451833176136,-0.7363711147176738,-0.11137111471767383,0.24441605016815382,2.1611974158950877
