sample_size,model,coef_index,true_beta_norm,coef_estimate,mean_beta_norm,bias,rmse,error_sd
200,flow,0,2.0,0.699308879558471,2.101132920909045,0.10113292090904454,0.8313656131893942,1.0
200,probit,0,2.0,0.8786034882354604,2.2197757661875497,0.21977576618754951,1.1301676037360289,1.0
200,logit,0,2.0,0.8482112897386542,2.199944327377372,0.19994432737737242,1.219848213051995,1.8137993642342178
200,flow,1,1.0,0.3698722286742806,1.0,0.0,0.0,1.0
200,probit,1,1.0,0.45475662214432633,1.0,0.0,0.0,1.0
200,logit,1,1.0,0.44741504795772646,1.0,0.0,0.0,1.8137993642342178
200,flow,2,-1.6,-0.551594866749628,-1.6942532082053887,-0.09425320820538892,0.7266900104920511,1.0
200,probit,2,-1.6,-0.7151538747845898,-1.7701807900152873,-0.17018079001528694,0.6367731095939893,1.0
200,logit,2,-1.6,-0.7033481000540769,-1.7753973770261247,-0.17539737702612443,0.6846153261604607,1.8137993642342178
200,flow,3,1.0,0.3419305473770346,1.0273126827610173,0.027312682761017087,0.4396262575962342,1.0
200,probit,3,1.0,0.4520210435768511,1.1011032661145683,0.10110326611456802,0.40486530766531065,1.0
200,logit,3,1.0,0.44684268935318644,1.1136830582678114,0.11368305826781114,0.4333173603970792,1.8137993642342178
200,flow,4,-1.0,-0.3484684330747234,-1.082791734542142,-0.0827917345421422,0.5166736424093137,1.0
200,probit,4,-1.0,-0.4440179086053007,-1.1071624412128493,-0.10716244121284939,0.5085682430479412,1.0
200,logit,4,-1.0,-0.4341495702973024,-1.1069844685736112,-0.1069844685736114,0.5442534511143143,1.8137993642342178
500,flow,0,2.0,0.6368564542725481,2.1296082319802534,0.12960823198025356,0.5205021349376717,1.0
500,probit,0,2.0,0.8918217194754346,2.2102051872807817,0.2102051872807813,0.7970594767470265,1.0
500,logit,0,2.0,0.8686461523805049,2.20600565420063,0.20600565420062988,0.7708138305608894,1.8137993642342178
500,flow,1,1.0,0.30858606814832956,1.0,0.0,0.0,1.0
500,probit,1,1.0,0.4495804197277559,1.0,0.0,0.0,1.0
500,logit,1,1.0,0.4373994112317637,1.0,0.0,0.0,1.8137993642342178
500,flow,2,-1.6,-0.5047909134149571,-1.6808743021929715,-0.08087430219297168,0.3219085716885874,1.0
500,probit,2,-1.6,-0.6823038755202535,-1.6856723663398654,-0.08567236633986519,0.6239054595708649,1.0
500,logit,2,-1.6,-0.6690998928004032,-1.6922576652565868,-0.09225766525658682,0.6050323640105909,1.8137993642342178
500,flow,3,1.0,0.31810322253599294,1.0601479541588712,0.0601479541588712,0.22718130241502216,1.0
500,probit,3,1.0,0.43247724394706627,1.0664819220851927,0.06648192208519269,0.4018118357375258,1.0
500,logit,3,1.0,0.42391804416870016,1.0697837826724284,0.06978378267242856,0.38925781338842674,1.8137993642342178
500,flow,4,-1.0,-0.3188000341337588,-1.067701825571983,-0.06770182557198316,0.23518510747553742,1.0
500,probit,4,-1.0,-0.4171466931234965,-1.0295123375453985,-0.02951233754539856,0.36018867934688664,1.0
500,logit,4,-1.0,-0.410443759705782,-1.0337081447589065,-0.033708144758906544,0.3405493843556824,1.8137993642342178
1000,flow,0,2.0,0.6195981201451244,2.06682212506239,0.06682212506238924,0.2648974907752028,1.0
1000,probit,0,2.0,0.8896877844647213,2.166126715302851,0.16612671530285167,0.5153755848235007,1.0
1000,logit,0,2.0,0.8708174489735022,2.1685133089660815,0.16851330896608183,0.5165480067009344,1.8137993642342178
1000,flow,1,1.0,0.3038484152294794,1.0,0.0,0.0,1.0
1000,probit,1,1.0,0.42964336221616195,1.0,0.0,0.0,1.0
1000,logit,1,1.0,0.41997985126772913,1.0,0.0,0.0,1.8137993642342178
1000,flow,2,-1.6,-0.4826342323307132,-1.6063617744119505,-0.0063617744119506825,0.18922791078736134,1.0
1000,probit,2,-1.6,-0.6945824178711673,-1.6908342572521184,-0.09083425725211831,0.3792346788921163,1.0
1000,logit,2,-1.6,-0.683082182243038,-1.701882598017764,-0.10188259801776414,0.38958147609046434,1.8137993642342178
1000,flow,3,1.0,0.3067793080456861,1.0213472589957344,0.021347258995734676,0.11748032648725765,1.0
1000,probit,3,1.0,0.44181877271174513,1.0764571571404293,0.07645715714042917,0.2583934893134546,1.0
1000,logit,3,1.0,0.43379418849966556,1.0807183498320407,0.0807183498320408,0.26058754186067545,1.8137993642342178
1000,flow,4,-1.0,-0.3036177879806921,-1.0121931760165832,-0.01219317601658319,0.12832254479301114,1.0
1000,probit,4,-1.0,-0.4287687910282562,-1.0458136405561345,-0.04581364055613438,0.2490910705057644,1.0
1000,logit,4,-1.0,-0.42156308533114545,-1.0521312474851228,-0.052131247485122614,0.25446681545939787,1.8137993642342178
2000,flow,0,2.0,0.5998696266342273,1.9588563140549824,-0.04114368594501727,0.13885107833234384,1.0
2000,probit,0,2.0,0.885914661876477,2.011588677253924,0.011588677253924184,0.28624460128426027,1.0
2000,logit,0,2.0,0.8626155065136517,2.0245704622108778,0.024570462210878007,0.29042437838014845,1.8137993642342178
2000,flow,1,1.0,0.3074047157046703,1.0,0.0,0.0,1.0
2000,probit,1,1.0,0.44684377242439693,1.0,0.0,0.0,1.0
2000,logit,1,1.0,0.43235269733887416,1.0,0.0,0.0,1.8137993642342178
2000,flow,2,-1.6,-0.4867193918041866,-1.591482248807273,0.00851775119272694,0.10560385922853184,1.0
2000,probit,2,-1.6,-0.7198547641512485,-1.6327325281918976,-0.03273252819189755,0.20533055730740216,1.0
2000,logit,2,-1.6,-0.7032794997659276,-1.6487398134580147,-0.04873981345801441,0.21062236309815333,1.8137993642342178
2000,flow,3,1.0,0.30056295187100346,0.982505427480573,-0.01749457251942719,0.0687629479272915,1.0
2000,probit,3,1.0,0.43521649658485206,0.9881905852645435,-0.011809414735456237,0.14560499169064442,1.0
2000,logit,3,1.0,0.4258070278203899,0.9997722598161067,-0.00022774018389354334,0.1485107829661529,1.8137993642342178
2000,flow,4,-1.0,-0.30738174702907994,-1.0046600066537044,-0.004660006653704485,0.07074056692684094,1.0
2000,probit,4,-1.0,-0.4614556434050175,-1.049846798227038,-0.04984679822703806,0.1717489530550896,1.0
2000,logit,4,-1.0,-0.4494598739048919,-1.0569490730202937,-0.05694907302029374,0.17504418216651535,1.8137993642342178
