sample_size,model,coef_index,true_beta_norm,coef_estimate,mean_beta_norm,bias,rmse,error_sd
200,flow,0,2.3333333333333335,1.2646864775175701,2.8339040565610323,0.5005707232276988,2.6666164846467124,1.0
200,probit,0,2.3333333333333335,1.6260775132428413,2.6955323441522507,0.362199010818916,1.3989476219717671,1.0
200,logit,0,2.3333333333333335,2.979474026787975,2.6674544262069575,0.33412109287362507,1.2011737741691102,1.8137993642342178
200,flow,1,1.0,0.5344546215483222,1.0,0.0,0.0,1.0
200,probit,1,1.0,0.6932189508768803,1.0,0.0,0.0,1.0
200,logit,1,1.0,1.2656207513422688,1.0,0.0,0.0,1.8137993642342178
200,flow,2,-1.6666666666666667,-0.9054204124697097,-1.9873939107618086,-0.320727244095141,1.6566725382685057,1.0
200,probit,2,-1.6666666666666667,-1.1577828742727496,-1.924493713544216,-0.2578270468775495,1.0556028875991572,1.0
200,logit,2,-1.6666666666666667,-2.1335427991071056,-1.9137531823232092,-0.24708651565654166,0.9037794679882669,1.8137993642342178
200,flow,3,1.1666666666666667,0.6279315559018774,1.4124242468383394,0.24575758017167268,1.4422537669695297,1.0
200,probit,3,1.1666666666666667,0.7917217338146412,1.3208348440928568,0.1541681774261897,0.7684784037357542,1.0
200,logit,3,1.1666666666666667,1.4558607799576102,1.3096821944554393,0.14301552778877238,0.660592024037543,1.8137993642342178
200,flow,4,-0.8333333333333334,-0.4484097152885863,-0.9915369310131465,-0.1582035976798133,0.9091645400346059,1.0
200,probit,4,-0.8333333333333334,-0.5784640381982531,-0.9535654883357068,-0.12023215500237332,0.5007411894292874,1.0
200,logit,4,-0.8333333333333334,-1.0595338534928938,-0.9450944353398826,-0.1117611020065489,0.44608685274555465,1.8137993642342178
500,flow,0,2.3333333333333335,1.1550316053901124,2.3595268360739103,0.026193502740577225,0.34794618793942445,1.0
500,probit,0,2.3333333333333335,1.5960221757126292,2.389707504637811,0.0563741713044779,0.4713243491411229,1.0
500,logit,0,2.3333333333333335,2.935151081577825,2.3703399035685626,0.03700657023522855,0.45074968851486874,1.8137993642342178
500,flow,1,1.0,0.4976436829702815,1.0,0.0,0.0,1.0
500,probit,1,1.0,0.6889678442317746,1.0,0.0,0.0,1.0
500,logit,1,1.0,1.2739093293264994,1.0,0.0,0.0,1.8137993642342178
500,flow,2,-1.6666666666666667,-0.8091555031953841,-1.658152651191149,0.008514015475517573,0.24594731851885876,1.0
500,probit,2,-1.6666666666666667,-1.1178792554634291,-1.6748835676098976,-0.008216900943232075,0.31998858805942415,1.0
500,logit,2,-1.6666666666666667,-2.068222248481111,-1.670377364710443,-0.00371069804377639,0.2984830147029931,1.8137993642342178
500,flow,3,1.1666666666666667,0.5689741024262382,1.1663276133117402,-0.0003390533549265695,0.18084697337534783,1.0
500,probit,3,1.1666666666666667,0.7793234186350628,1.1714469135938856,0.0047802469272190205,0.24930668091675134,1.0
500,logit,3,1.1666666666666667,1.441446815245126,1.1674159183142154,0.0007492516475487942,0.23478933390997136,1.8137993642342178
500,flow,4,-0.8333333333333334,-0.4065031820215447,-0.8328472992376565,0.0004860340956767617,0.1434601637013348,1.0
500,probit,4,-0.8333333333333334,-0.5704977441231867,-0.8579791946520285,-0.02464586131869524,0.20317274927290763,1.0
500,logit,4,-0.8333333333333334,-1.0536296302437846,-0.8534315392232079,-0.020098205889874737,0.18764380212619672,1.8137993642342178
1000,flow,0,2.3333333333333335,1.1009459373230392,2.3877296821264826,0.05439634879314832,0.2797434879289547,1.0
1000,probit,0,2.3333333333333335,1.5550100593728615,2.4487191352535813,0.11538580192024767,0.4003036041545957,1.0
1000,logit,0,2.3333333333333335,2.8624835864873397,2.438139296693631,0.10480596336029657,0.3803691005348487,1.8137993642342178
1000,flow,1,1.0,0.46571266973012904,1.0,0.0,0.0,1.0
1000,probit,1,1.0,0.648092384562244,1.0,0.0,0.0,1.0
1000,logit,1,1.0,1.1963489507724057,1.0,0.0,0.0,1.8137993642342178
1000,flow,2,-1.6666666666666667,-0.7846870647276226,-1.700151582793098,-0.03348491612643254,0.18984418196250086,1.0
1000,probit,2,-1.6666666666666667,-1.1079722364449958,-1.7416402115584295,-0.07497354489176232,0.2667945540030736,1.0
1000,logit,2,-1.6666666666666667,-2.044879219072425,-1.73918500571314,-0.07251833904647337,0.2558916622794029,1.8137993642342178
1000,flow,3,1.1666666666666667,0.5504472723031373,1.1918269216894972,0.025160255022830542,0.1388251764072244,1.0
1000,probit,3,1.1666666666666667,0.7751474420532587,1.2172319837781,0.05056531711143374,0.18476223275012155,1.0
1000,logit,3,1.1666666666666667,1.4274307835596078,1.2127511242212525,0.04608445755458532,0.17356415261426122,1.8137993642342178
1000,flow,4,-0.8333333333333334,-0.39419173378396805,-0.8528500499479711,-0.019516716614637365,0.10538903329175014,1.0
1000,probit,4,-0.8333333333333334,-0.5480962422876009,-0.8613564204829012,-0.028023087149567943,0.14229589710660806,1.0
1000,logit,4,-0.8333333333333334,-1.0132480860096842,-0.8614318130273582,-0.028098479694024833,0.13547888296373417,1.8137993642342178
2000,flow,0,2.3333333333333335,1.0568235241207102,2.366016400143065,0.03268306680973118,0.17463918067563602,1.0
2000,probit,0,2.3333333333333335,1.5661798595831342,2.3989029365289043,0.06556960319557162,0.2650592790600076,1.0
2000,logit,0,2.3333333333333335,2.881564762968836,2.386532105595922,0.053198772262588644,0.2589713867703787,1.8137993642342178
