sample_size,model,coef_index,true_beta_norm,coef_estimate,mean_beta_norm,bias,rmse,error_sd
200,flow,0,2.5,0.5507854576165527,2.4487569049353777,-0.051243095064622025,0.7378519379816291,1.0
200,probit,0,2.5,0.6762144968987774,1.6930915856049438,-0.8069084143950563,0.8783574543325954,1.0
200,logit,0,2.5,1.1958027319852278,1.6894699572614964,-0.8105300427385037,0.8688694228872547,1.8137993642342178
200,flow,1,1.0,0.24850532548502793,1.0,0.0,0.0,1.0
200,probit,1,1.0,0.415830207933801,1.0,0.0,0.0,1.0
200,logit,1,1.0,0.7355279256227361,1.0,0.0,0.0,1.8137993642342178
200,flow,2,-1.4999999999999998,-0.40007959929543024,-1.8209392595431944,-0.3209392595431945,0.7855929204580145,1.0
200,probit,2,-1.4999999999999998,-0.4580476922404282,-1.1130964349337646,0.3869035650662352,0.3924048164194251,1.0
200,logit,2,-1.4999999999999998,-0.8324855626574209,-1.1505961491618564,0.3494038508381434,0.361742331849962,1.8137993642342178
200,flow,3,1.25,0.35528453952751154,1.6283968929289159,0.3783968929289158,0.7829488098960877,1.0
200,probit,3,1.25,0.39532188811167995,0.9513555765673806,-0.2986444234326194,0.31783834500189845,1.0
200,logit,3,1.25,0.7171872549376985,0.9680223268173278,-0.28197767318267225,0.2906729832203812,1.8137993642342178
200,flow,4,-0.8749999999999999,-0.28445693830836,-1.3000512952406327,-0.4250512952406327,0.6788563830495599,1.0
200,probit,4,-0.8749999999999999,-0.31426147815351674,-0.7887252437960816,0.08627475620391827,0.24686322980486375,1.0
200,logit,4,-0.8749999999999999,-0.5660538867590471,-0.8126124988923911,0.06238750110760886,0.23355888005023367,1.8137993642342178
500,flow,0,2.5,0.5496905615061158,2.2493621609831975,-0.2506378390168025,0.2626860115662351,1.0
500,probit,0,2.5,0.7922893319407812,2.3917864713311547,-0.10821352866884541,0.8966096800628103,1.0
500,logit,0,2.5,1.4335588774368329,2.3605594304103654,-0.13944056958963458,0.7681615608349401,1.8137993642342178
500,flow,1,1.0,0.24380616948778067,1.0,0.0,0.0,1.0
500,probit,1,1.0,0.3633907122391728,1.0,0.0,0.0,1.0
500,logit,1,1.0,0.6521176682089179,1.0,0.0,0.0,1.8137993642342178
500,flow,2,-1.4999999999999998,-0.4064061111884049,-1.664025865243507,-0.1640258652435073,0.16694083149256259,1.0
500,probit,2,-1.4999999999999998,-0.5889618645370137,-1.8046079216839612,-0.3046079216839614,0.6984889686134623,1.0
500,logit,2,-1.4999999999999998,-1.0644927965676143,-1.7842825016594237,-0.28428250165942415,0.6330287349169861,1.8137993642342178
500,flow,3,1.25,0.33289953833750713,1.3689036846453053,0.11890368464530539,0.12464265963064644,1.0
500,probit,3,1.25,0.45252339636192906,1.3499936037363358,0.09999360373633566,0.38653809893382063,1.0
500,logit,3,1.25,0.8245725488223038,1.346600375248198,0.09660037524819794,0.3319313726409265,1.8137993642342178
500,flow,4,-0.8749999999999999,-0.26512336490448557,-1.0817026625026804,-0.20670266250268055,0.2159338482271265,1.0
500,probit,4,-0.8749999999999999,-0.3754721336605189,-1.1604870889049836,-0.28548708890498375,0.5063140439854417,1.0
